LGL Constituent ID,Constituent Name,Constituent Type,Contact Type,Prefix,First Name,Last Name,Middle Name,Maiden name,Suffix,Nick Name,Addressee,Annual Report Name,Spouse Name,Spouse Nick Name,Salutation,Alt. Addressee,Alt. Salutation,Honorary Name,Assistant Name,Job Title,Org Name,Groups,Communication Tags,Giving Status,Acknowledgment Preference,Newsletter,Tags,Background Info,Deceased?,Deceased Date,Date Added
946057,Eric Anderson,Individual,Primary,,Eric,Anderson,,,,,Eric Anderson,Eric Anderson,,,Eric,Eric Anderson,Eric,Eric Anderson,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946062,Esha Dutta,Individual,Primary,,Esha,Dutta,,,,,Esha Dutta,Esha Dutta,,,Esha,Esha Dutta,Esha,Esha Dutta,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946067,Phillip Horst,Individual,Primary,,Phillip,Horst,,,,,Phillip Horst,Phillip Horst,,,Phillip,Phillip Horst,Phillip,Phillip Horst,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946072,Vernon Bullers,Individual,Primary,,Vernon,Bullers,,,,,Vernon Bullers,Vernon Bullers,,,Vernon,Vernon Bullers,Vernon,Vernon Bullers,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946077,Cam Hutt,Individual,Primary,,Cam,Hutt,,,,,Cam Hutt,Cam Hutt,,,Cam,Cam Hutt,Cam,Cam Hutt,,,,,,Non Donor,,Subscribe,,,No,,2020-03-19
946082,Tim King,Individual,Primary,,Tim,King,,,,,Tim King,Tim King,,,Tim,Tim King,Tim,Tim King,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946087,Nancy Stanley,Individual,Primary,,Nancy,Stanley,,,,,Nancy Stanley,Nancy Stanley,,,Nancy,Nancy Stanley,Nancy,Nancy Stanley,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946092,Ann Lamb,Individual,Primary,,Ann,Lamb,,,,,Ann Lamb,Ann Lamb,,,Ann,Ann Lamb,Ann,Ann Lamb,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946097,"Jean Peretz, MPA",Individual,Primary,,Jean,"Peretz, MPA",,,,,"Jean Peretz, MPA","Jean Peretz, MPA",,,Jean,"Jean Peretz, MPA",Jean,"Jean Peretz, MPA",,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946102,Linda Ye,Individual,Primary,,Linda,Ye,,,,,Linda Ye,Linda Ye,,,Linda,Linda Ye,Linda,Linda Ye,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946107,Ken Libby,Individual,Primary,,Ken,Libby,,,,,Ken Libby,Ken Libby,,,Ken,Ken Libby,Ken,Ken Libby,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946112,Tom Turner,Individual,Primary,,Tom,Turner,,,,,Tom Turner,Tom Turner,,,Tom,Tom Turner,Tom,Tom Turner,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946117,Beth Santella,Individual,Primary,,Beth,Santella,,,,,Beth Santella,Beth Santella,,,Beth,Beth Santella,Beth,Beth Santella,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946122,Cynthia Warner,Individual,Primary,,Cynthia,Warner,,,,,Cynthia Warner,Cynthia Warner,,,Cynthia,Cynthia Warner,Cynthia,Cynthia Warner,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946127,Paul Berney,Individual,Primary,,Paul,Berney,,,,,Paul Berney,Paul Berney,,,Paul,Paul Berney,Paul,Paul Berney,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,"worked with Elizabeth, did design on Grisby chapel that we ended up not using

not reading newsletter


large Facebook following",No,,2020-03-19
946132,Mark Harmon,Individual,Primary,"",Mark,Harmon,"","",,"",Mark Harmon,Mark Harmon,"","",Mark,Mark Harmon,Mark,Mark Harmon,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,":2020-06-01: media
",No,,2020-03-19
946137,Barry Gordon,Individual,Primary,,Barry,Gordon,,,,,Barry Gordon,Barry Gordon,,,Barry,Barry Gordon,Barry,Barry Gordon,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946142,Mark Coleman,Individual,Primary,,Mark,Coleman,,,,,Mark Coleman,Mark Coleman,,,Mark,Mark Coleman,Mark,Mark Coleman,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946147,Lawrence Perian,Individual,Primary,,Lawrence,Perian,,,,,Lawrence Perian,Lawrence Perian,,,Lawrence,Lawrence Perian,Lawrence,Lawrence Perian,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946152,Russ Bennett,Individual,Primary,,Russ,Bennett,,,,,Russ Bennett,Russ Bennett,,,Russ,Russ Bennett,Russ,Russ Bennett,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946157,John Lutz,Individual,Primary,,John,Lutz,,,,,John Lutz,John Lutz,,,John,John Lutz,John,John Lutz,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946162,Jesse Fairclotgh,Individual,Primary,,Jesse,Fairclotgh,,,,,Jesse Fairclotgh,Jesse Fairclotgh,,,Jesse,Jesse Fairclotgh,Jesse,Jesse Fairclotgh,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946167,Mark Isspnberg,Individual,Primary,,Mark,Isspnberg,,,,,Mark Isspnberg,Mark Isspnberg,,,Mark,Mark Isspnberg,Mark,Mark Isspnberg,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946172,Joan Monaco,Individual,Primary,,Joan,Monaco,,,,,Joan Monaco,Joan Monaco,,,Joan,Joan Monaco,Joan,Joan Monaco,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946177,Karl Church,Individual,Primary,,Karl,Church,,,,,Karl Church,Karl Church,,,Karl,Karl Church,Karl,Karl Church,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946182,Kathy Ellis,Individual,Primary,,Kathy D.,Ellis,,,,,Kathy Ellis,Kathy Ellis,,,Kathy,Kathy Ellis,Kathy,Kathy Ellis,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946187,Randy Webb,Individual,Primary,,Randy,Webb,,,,,Randy Webb,Randy Webb,,,Randy,Randy Webb,Randy,Randy Webb,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946192,Sherri Wampler,Individual,Primary,,Sherri,Wampler,,,,,Sherri Wampler,Sherri Wampler,,,Sherri,Sherri Wampler,Sherri,Sherri Wampler,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946197,Geri Mulligan,Individual,Primary,,Geri,Mulligan,,,,,Geri Mulligan,Geri Mulligan,,,Geri,Geri Mulligan,Geri,Geri Mulligan,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946202,Laurie Thayer,Individual,Primary,,Laurie,Thayer,,,,,Laurie Thayer,Laurie Thayer,,,Laurie,Laurie Thayer,Laurie,Laurie Thayer,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946207,Dylan Vines,Individual,Primary,,Dylan,Vines,,,,,Dylan Vines,Dylan Vines,,,Dylan,Dylan Vines,Dylan,Dylan Vines,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946212,Jamie Parkey,Individual,Primary,"",Jamie,Parkey,"","",,"",Jamie Parkey,Jamie Parkey,Amy Broyles,"",Jamie,Jamie Parkey,Jamie,Jamie Parkey,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,:2020-06-01: did class room wood ceiling,No,,2020-03-19
946217,John Capps,Individual,Primary,"",John,Capps,"","",,"",John Capps,John Capps,"","",John,John Capps,John,John Capps,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,"instructor of fermenting foods
",No,,2020-03-19
946222,Tracy Clough,Individual,Primary,,Tracy,Clough,,,,,Tracy Clough,Tracy Clough,,,Tracy,Tracy Clough,Tracy,Tracy Clough,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946227,John Proffit,Individual,Primary,,John,Proffit,,,,,John Proffit,John Proffit,,,John,John Proffit,John,John Proffit,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946232,Jack Reynolds,Individual,Primary,,Jack,Reynolds,,,,,Jack Reynolds,Jack Reynolds,,,Jack,Jack Reynolds,Jack,Jack Reynolds,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946237,Stephanie Phillips,Individual,Primary,,Stephanie,Phillips,,,,,Stephanie Phillips,Stephanie Phillips,,,Stephanie,Stephanie Phillips,Stephanie,Stephanie Phillips,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946242,Kathleen Sullivan,Individual,Primary,,Kathleen,Sullivan,,,,,Kathleen Sullivan,Kathleen Sullivan,,,Kathleen,Kathleen Sullivan,Kathleen,Kathleen Sullivan,,,,,No valid address;No valid phone,Non Donor,,Subscribe,VCO-Email,,No,,2020-03-19
946247,Rachel Swinney,Individual,Primary,,Rachel,Swinney,,,,,Rachel Swinney,Rachel Swinney,Gordon Griffith,,Rachel,Rachel Swinney,Rachel,Rachel Swinney,,,,,No valid address;No valid phone,Non Donor,,Subscribe,massage,":2020-06-15: introduced by Peggy Dickerson
",No,,2020-03-19
946252,Chuck Smith,Individual,Primary,,Chuck,Smith,,,,,Chuck Smith,Chuck Smith,,,Chuck,Chuck Smith,Chuck,Chuck Smith,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946257,Robert Garcia,Individual,Primary,,Robert,Garcia,,,,,Robert Garcia,Robert Garcia,,,Robert,Robert Garcia,Robert,Robert Garcia,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946262,Elizabeth Rowland,Individual,Primary,,Elizabeth,Rowland,,,,,Elizabeth Rowland,Elizabeth Rowland,,,Elizabeth,Elizabeth Rowland,Elizabeth,Elizabeth Rowland,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946267,Richard Davis,Individual,Primary,,Richard,Davis,,,,,Richard Davis,Richard Davis,,,Richard,Richard Davis,Richard,Richard Davis,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946272,Alan Sparkman,Individual,Primary,,Alan,Sparkman,,,,,Alan Sparkman,Alan Sparkman,,,Alan,Alan Sparkman,Alan,Alan Sparkman,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946277,Gerald Hamm,Individual,Primary,,Gerald,Hamm,,,,,Gerald Hamm,Gerald Hamm,,,Gerald,Gerald Hamm,Gerald,Gerald Hamm,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946282,Dan Haney,Individual,Primary,,Dan,Haney,,,,,Dan Haney,Dan Haney,,,Dan,Dan Haney,Dan,Dan Haney,,,,,No valid address;No valid phone,Non Donor,,UnSubscribe,,,No,,2020-03-19
946287,Stephanie Turner,Individual,Primary,,Stephanie,Turner,,,,,Stephanie Turner,Stephanie Turner,,,Stephanie,Stephanie Turner,Stephanie,Stephanie Turner,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946292,Susan Duncan,Individual,Primary,,Susan,Duncan,,,,,Susan Duncan,Susan Duncan,,,Susan,Susan Duncan,Susan,Susan Duncan,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946297,Katy Thomas,Individual,Primary,,Katy,Thomas,,,,,Katy Thomas,Katy Thomas,,,Katy,Katy Thomas,Katy,Katy Thomas,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946302,Jim Carroll,Individual,Primary,,Jim,Carroll,,,,,Jim Carroll,Jim Carroll,,,Jim,Jim Carroll,Jim,Jim Carroll,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946307,John LaBine,Individual,Primary,,John,LaBine,,,,,John LaBine,John LaBine,,,John,John LaBine,John,John LaBine,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,":2020-05-19: meet him at SFC, do not remember how we meet.
",No,,2020-03-19
946312,Gary Turner,Individual,Primary,,Gary,Turner,,,,,Gary Turner,Gary Turner,,,Gary,Gary Turner,Gary,Gary Turner,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946317,Robin Morgan,Individual,Primary,,Robin,Morgan,,,,,Robin Morgan,Robin Morgan,,,Robin,Robin Morgan,Robin,Robin Morgan,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946322,Lindsay Runne,Individual,Primary,,Lindsay,Runne,,,,,Lindsay Runne,Lindsay Runne,,,Lindsay,Lindsay Runne,Lindsay,Lindsay Runne,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946327,Shavondra Leak,Individual,Primary,,Shavondra,Leak,,,,,Shavondra Leak,Shavondra Leak,,,Shavondra,Shavondra Leak,Shavondra,Shavondra Leak,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946332,Chris Weaver,Individual,Primary,,Chris,Weaver,,,,,Chris Weaver,Chris Weaver,,,Chris,Chris Weaver,Chris,Chris Weaver,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946337,Rachel Hughes,Individual,Primary,,Rachel,Hughes,,,,,Rachel Hughes,Rachel Hughes,,,Rachel,Rachel Hughes,Rachel,Rachel Hughes,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946342,Kristin Herbert,Individual,Primary,,Kristin,Herbert,,,,,Kristin Herbert,Kristin Herbert,,,Kristin,Kristin Herbert,Kristin,Kristin Herbert,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946347,Jesse Katz,Individual,Primary,,Jesse,Katz,,,,,Jesse Katz,Jesse Katz,,,Jesse,Jesse Katz,Jesse,Jesse Katz,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946352,Frances Hensley,Individual,Primary,,Frances,Hensley,,,,,Frances Hensley,Frances Hensley,,,Frances,Frances Hensley,Frances,Frances Hensley,,,,Mutual tours,No valid address,Non Donor,,Subscribe,,,No,,2020-03-19
946357,Terry Day,Individual,Primary,,Terry,Day,,,,,Terry Day,Terry Day,,,Terry,Terry Day,Terry,Terry Day,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946362,Lara Dunnam,Individual,Primary,,Lara,Dunnam,,,,,Lara Dunnam,Lara Dunnam,,,Lara,Lara Dunnam,Lara,Lara Dunnam,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946367,Jack Cowan,Individual,Primary,,Jack,Cowan,,,,,Jack Cowan,Jack Cowan,,,Jack,Jack Cowan,Jack,Jack Cowan,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946372,Diane Stamm,Individual,Primary,,Diane,Stamm,,,,,Diane Stamm,Diane Stamm,,,Diane,Diane Stamm,Diane,Diane Stamm,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946377,David Fields PhD,Individual,Primary,,David,Fields PhD,,,,,David Fields PhD,David Fields PhD,,,David,David Fields PhD,David,David Fields PhD,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946382,Trent Stubblefield,Individual,Primary,,Trent,Stubblefield,,,,,Trent Stubblefield,Trent Stubblefield,,,Trent,Trent Stubblefield,Trent,Trent Stubblefield,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946387,Sierra Stewart,Individual,Primary,"",Sierra,Stewart,"","",,"",Sierra Stewart,Sierra Stewart,"","",Sierra,Sierra Stewart,Sierra,Sierra Stewart,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946392,Daren Downings,Individual,Primary,,Daren,Downings,,,,,Daren Downings,Daren Downings,,,Daren,Daren Downings,Daren,Daren Downings,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,"long term friend, software
",No,,2020-03-19
946397,Lisa Davis,Individual,Primary,,Lisa,Davis,,,,,Lisa Davis,Lisa Davis,,,Lisa,Lisa Davis,Lisa,Lisa Davis,,,,Mutual tours,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946402,Tammy Wishoun,Individual,Primary,,Tammy,Wishoun,,,,,Tammy Wishoun,Tammy Wishoun,,,Tammy,Tammy Wishoun,Tammy,Tammy Wishoun,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946407,Tam Gray,Individual,Primary,,Tam,Gray,,,,,Tam Gray,Tam Gray,,,Tam,Tam Gray,Tam,Tam Gray,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946412,Bryan Yow,Individual,Primary,,Bryan,Yow,,,,,Bryan Yow,Bryan Yow,,,Bryan,Bryan Yow,Bryan,Bryan Yow,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946417,Mark Johnson,Individual,Primary,,Mark,Johnson,,,,,Mark Johnson,Mark Johnson,,,Mark,Mark Johnson,Mark,Mark Johnson,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946422,Jessica Everitt,Individual,Primary,,Jessica,Everitt,,,,,Jessica Everitt,Jessica Everitt,,,Jessica,Jessica Everitt,Jessica,Jessica Everitt,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946427,John Butler,Individual,Primary,,John,Butler,,,,,John Butler,John Butler,,,John,John Butler,John,John Butler,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946432,Ariel Shower,Individual,Primary,,Ariel,Shower,,,,,Ariel Shower,Ariel Shower,,,Ariel,Ariel Shower,Ariel,Ariel Shower,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946437,Becky Minnich,Individual,Primary,,Becky,Minnich,,,,,Becky Minnich,Becky Minnich,,,Becky,Becky Minnich,Becky,Becky Minnich,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946442,Mary Sayler,Individual,Primary,,Mary,Sayler,,,,,Mary Sayler,Mary Sayler,,,Mary,Mary Sayler,Mary,Mary Sayler,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946447,Maidel Baldriche,Individual,Primary,,Maidel,Baldriche,,,,,Maidel Baldriche,Maidel Baldriche,,,Maidel,Maidel Baldriche,Maidel,Maidel Baldriche,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946452,Jimmy Lamb,Individual,Primary,,Jimmy,Lamb,,,,,Jimmy Lamb,Jimmy Lamb,,,Jimmy,Jimmy Lamb,Jimmy,Jimmy Lamb,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946457,Kassandra Ayala,Individual,Primary,,Kassandra,Ayala,,,,,Kassandra Ayala,Kassandra Ayala,,,Kassandra,Kassandra Ayala,Kassandra,Kassandra Ayala,,,,,No valid address,Non Donor,,Subscribe,,,No,,2020-03-19
946462,April Dixon,Individual,Primary,,April,Dixon,,,,,April Dixon,April Dixon,,,April,April Dixon,April,April Dixon,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946467,Kennith Tipton,Individual,Primary,,Kennith,Tipton,,,,,Kennith Tipton,Kennith Tipton,,,Kennith,Kennith Tipton,Kennith,Kennith Tipton,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946472,Amelia Wallace,Individual,Primary,,Amelia,Wallace,,,,,Amelia Wallace,Amelia Wallace,,,Amelia,Amelia Wallace,Amelia,Amelia Wallace,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946477,John Parr,Individual,Primary,,John,Parr,,,,,John Parr,John Parr,,,John,John Parr,John,John Parr,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,"was a member

:2020-09-04:  Moved away, loaned drill

",No,,2020-03-19
946482,Mary Long,Individual,Primary,,Mary,Long,,,,,Mary Long,Mary Long,,,Mary,Mary Long,Mary,Mary Long,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946487,Neil Highfield,Individual,Primary,,Neil,Highfield,,,,,Neil Highfield,Neil Highfield,,,Neil,Neil Highfield,Neil,Neil Highfield,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946497,Phyills Bailer,Individual,Primary,,Phyills,Bailer,,,,,Phyills Bailer,Phyills Bailer,,,Phyills,Phyills Bailer,Phyills,Phyills Bailer,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946502,Mike Russell,Individual,Primary,,Mike,Russell,,,,,Mike Russell,Mike Russell,,,Mike,Mike Russell,Mike,Mike Russell,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946512,Esther Lee,Individual,Primary,,Esther,Lee,,,,,Esther Lee,Esther Lee,,,Esther,Esther Lee,Esther,Esther Lee,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946517,Rob Russell,Individual,Primary,,Rob,Russell,,,,,Rob Russell,Rob Russell,,,Rob,Rob Russell,Rob,Rob Russell,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946522,Frank Horton,Individual,Primary,,Frank,Horton,,,,,Frank Horton,Frank Horton,,,Frank,Frank Horton,Frank,Frank Horton,,,,,No valid address;No valid phone,Non Donor,,Dropped,,,No,,2020-03-19
946527,Steve Feener,Individual,Primary,,Steve,Feener,,,,,Steve Feener,Steve Feener,,,Steve,Steve Feener,Steve,Steve Feener,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946532,Karl Durn,Individual,Primary,,Karl,Durn,,,,,Karl Durn,Karl Durn,,,Karl,Karl Durn,Karl,Karl Durn,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946537,Shawn Kane,Individual,Primary,,Shawn,Kane,,,,,Shawn Kane,Shawn Kane,,,Shawn,Shawn Kane,Shawn,Shawn Kane,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946542,Pete Owens,Individual,Primary,,Pete,Owens,,,,,Pete Owens,Pete Owens,,,Pete,Pete Owens,Pete,Pete Owens,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946547,Megan Woods,Individual,Primary,,Megan,Woods,,,,,Megan Woods,Megan Woods,,,Megan,Megan Woods,Megan,Megan Woods,,,,,No valid address,Non Donor,,Subscribe,,,No,,2020-03-19
946552,Lynne Steck,Individual,Primary,,Lynne,Steck,,,,,Lynne Steck,Lynne Steck,,,Lynne,Lynne Steck,Lynne,Lynne Steck,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946557,Barry Burnette,Individual,Primary,,Barry,Burnette,,,,,Barry Burnette,Barry Burnette,,,Barry,Barry Burnette,Barry,Barry Burnette,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946562,Julie Thurmer,Individual,Primary,,Julie,Thurmer,,,,,Julie Thurmer,Julie Thurmer,,,Julie,Julie Thurmer,Julie,Julie Thurmer,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946567,Lasca Harrison,Individual,Primary,,Lasca,Harrison,,,,,Lasca Harrison,Lasca Harrison,,,Lasca,Lasca Harrison,Lasca,Lasca Harrison,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946572,Dan Mullen,Individual,Primary,,Dan,Mullen,,,,,Dan Mullen,Dan Mullen,,,Dan,Dan Mullen,Dan,Dan Mullen,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946577,Will Kidd,Individual,Primary,,Will,Kidd,,,,,Will Kidd,Will Kidd,,,Will,Will Kidd,Will,Will Kidd,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946582,Drew Farlett,Individual,Primary,,Drew,Farlett,,,,,Drew Farlett,Drew Farlett,,,Drew,Drew Farlett,Drew,Drew Farlett,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946587,Will Skelton,Individual,Primary,"",Will,Skelton,"","",,"",Will Skelton,Will Skelton,"","",Will,Will Skelton,Will,Will Skelton,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,":2020-06-01: former neighbor, not very connected with him
",No,,2020-03-19
946592,Cory Richards,Individual,Primary,,Cory,Richards,,,,,Cory Richards,Cory Richards,,,Cory,Cory Richards,Cory,Cory Richards,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946597,Victoria Raschke,Individual,Primary,,Victoria,Raschke,,,,,Victoria Raschke,Victoria Raschke,,,Victoria,Victoria Raschke,Victoria,Victoria Raschke,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946602,Michaela Marincic,Individual,Primary,,Michaela,Marincic,,,,,Michaela Marincic,Michaela Marincic,,,Michaela,Michaela Marincic,Michaela,Michaela Marincic,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946607,Tim Hood,Individual,Primary,,Tim,Hood,,,,,Tim Hood,Tim Hood,,,Tim,Tim Hood,Tim,Tim Hood,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946612,Bernie Bowman,Individual,Primary,,Bernie,Bowman,,,,,Bernie Bowman,Bernie Bowman,,,Bernie,Bernie Bowman,Bernie,Bernie Bowman,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946617,Lee Miller,Individual,Primary,,Lee,Miller,,,,,Lee Miller,Lee Miller,,,Lee,Lee Miller,Lee,Lee Miller,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946622,Charlotte Bair,Individual,Primary,,Charlotte,Bair,,,,,Charlotte Bair,Charlotte Bair,,,Charlotte,Charlotte Bair,Charlotte,Charlotte Bair,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946627,Michael Veler,Individual,Primary,,Michael & Claudia,Veler,,,,,Michael Veler,Michael Veler,,,Michael,Michael Veler,Michael,Michael Veler,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946632,Doug Veum,Individual,Primary,,Doug,Veum,,,,,Doug Veum,Doug Veum,,,Doug,Doug Veum,Doug,Doug Veum,,,,,No valid address,Non Donor,,Subscribe,,":2020-05-05: DTV organizer.   Has not opened many emails, did not resend, see what happens news letter
:2020-05-: updated to use his gmail account
",No,,2020-03-19
946637,Brianna Knisley,Individual,Primary,,Brianna,Knisley,,,,,Brianna Knisley,Brianna Knisley,,,Brianna,Brianna Knisley,Brianna,Brianna Knisley,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
